title,url,type_bill,year,period
PL-037 Conversion a refugios de fauna,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2585-proyecto-de-ley-037-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-036 Prohibe progresivamente entretenimiento cruel con animales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2584-proyecto-de-ley-036-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-035 Nuevo control de asistencia a congresistas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2583-proyecto-de-ley-035-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-034 MODIFICA-LEY-1829-DE-2017,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2582-proyecto-de-ley-034-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-033 Turismo Comunitario,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2581-proyecto-de-ley-033-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-032 Reglamentos minimos para vehiculos de bajas y cero emisiones,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2580-proyecto-de-ley-032-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-031 Proteccion a personas con cancer,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2579-proyecto-de-ley-031-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-030 Prohibe condiciones de riesgo para estudiantes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2578-proyecto-de-ley-030-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-029 Consume Responsable,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2577-proyecto-de-ley-029-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-028 Madres Cuidadoras y Cuidadores de personas en Discapacidad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2576-proyecto-de-ley-028-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-027 Habitante de Calle,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2575-proyecto-de-ley-027-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-026 Licencia de Conduccion Virtual,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2574-proyecto-de-ley-026-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-025 Piso Aumento Salarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2573-proyecto-de-ley-025-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-024 Peajes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2572-proyecto-de-ley-024-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-023 Empleo Verde,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2571-proyecto-de-ley-023-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-022 Patrimonio Piedecuesta SantanderDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2570-proyecto-de-ley-022-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-021 Programa Arte al Parque,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2569-proyecto-de-ley-021-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-020 Creacion de empresas verdes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2568-proyecto-de-ley-020-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-019 Produccion Agropecuaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2567-proyecto-de-ley-019-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-018 Sistema de bicicletas publico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2566-proyecto-de-ley-018-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-017 Prohibe la pesca industrial de peces Cartilaginosos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2565-proyecto-de-ley-017-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-016 Proteccion Animal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2564-proyecto-de-ley-016-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-015 Mutilaciones Maltrato Animal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2563-proyecto-de-ley-015-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-014 Credito Sector Agrario,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2562-proyecto-de-ley-014-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-013 ICFES,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2561-proyecto-de-ley-013-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-012 Dignifica Oficio Recicladores,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2560-proyecto-de-ley-012-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-011,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2559-proyecto-de-ley-011-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-010,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2558-proyecto-de-ley-010-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-009-22 FEM,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2555-proyecto-de-ley-009-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-008-22 Biodiversidad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2554-proyecto-de-ley-008-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-007-22 Agroecologia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2553-proyecto-de-ley-007-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-006-22 Violencia Politica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2552-proyecto-de-ley-006-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-005-22 Segundos Ocupantes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2551-proyecto-de-ley-005-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-004-22 Silla trasera,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2550-proyecto-de-ley-004-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-003-22 Reforma deporte,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2549-proyecto-de-ley-003-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-002-22 PAI,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2548-proyecto-de-ley-002-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-001-22 Vapeadores,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2547-proyecto-de-ley-001-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PAL 43-2023,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2887-proyecto-de-acto-legislativo-43-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 41-22 Puerto Colombia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2838-proyecto-de-acto-legislativo-41-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 40-22 Senados Regionales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2837-proyecto-de-acto-legislativo-40-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 39-22 Formato de Comunicados,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2836-proyecto-de-acto-legislativo-39-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 38-22 Superintendencia de Educacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2835-proyecto-de-acto-legislativo-38-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 37-22 MODIFICAN LOS ARTÍCULOS 356 Y 357 DE LA CONSTITUCIÓN POLÍTICA,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2834-proyecto-de-acto-legislativo-37-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 36-22 Distrito especial manizales (Caldas),https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2833-proyecto-de-acto-legislativo-36-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 35-22 Jurisdicción Agraria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2813-proyecto-de-acto-legislativo-35-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 34-22 Distrito especial al municipo de Girardot,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2807-proyecto-de-acto-legislativo-34-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 33-22 Cannabis de uso Adulto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2806-proyecto-de-acto-legislativo-33-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 32-22 Derecho a la Educacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2775-proyecto-de-acto-legislativo-32-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 31-22 Regulacion de Cannabis en adultos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2771-proyecto-de-acto-legislativo-31-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 30-22 Voto de la fuerza Publica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2770-proyecto-de-acto-legislativo-30-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 29-22 Designacion en estricto orden de merito,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2765-proyecto-de-acto-legislativo-29-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 28-22 Amplia periodo de sesiones ordinarias en el Congreso de la Republica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2755-proyecto-de-acto-legislativo-28-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 27-22 Modifica los articulos 108 109 y 176 de la Constitucion politica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2754-proyecto-de-acto-legislativo-27-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 26-22 Reforma Politica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2748-proyecto-de-acto-legislativo-26-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 25-22 Distrito especial logistico - Ciudad de Pereira,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2747-proyecto-de-acto-legislativo-25-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 24-22 Establece mecanismos de eleccion del procurador,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2746-proyecto-de-acto-legislativo-24-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 23-22 Crea Mixto electoral,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2745-proyecto-de-acto-legislativo-23-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 22-22 Crea circunscripcion especial a personas discapacitadas en la camara de representantes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2724-proyecto-de-acto-legislativo-22-de-2023,Acto legislativo,2022-2023,2022 - 2026
PAL 21-22 Servicio Público Ad Honorem De Los Miembros Del Congreso,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2710-proyecto-de-acto-legislativo-21-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 20-22 Modifica articulos de la constitucion politica de Colombia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2700-proyecto-de-acto-legislativo-20-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 19-22 Derechos de los campesinos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2699-proyecto-de-acto-legislativo-19-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 18-22 Financiamiento de campañas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2680-proyecto-de-acto-legislativo-18-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 17-22 Edad Congresistas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2678-proyecto-de-acto-legislativo-17-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 16-22 Modifica el articulo 262,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2679-proyecto-de-acto-legislativo-16-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 15-22 Modifica Los Artículos 116 120 126 156 197 237 264 265 Y 22 De La Constitución Política Se Adiciona Los Artículos 245 A Y 245 B,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2677-proyecto-de-acto-legislativo-15-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 14-22 Derecho al Agua,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2666-proyecto-de-acto-legislativo-14-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 13-22 Proteccion Animal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2665-proyecto-de-acto-legislativo-13-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 12-22 Servicio Militar,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2647-proyecto-de-acto-legislativo-12-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 11-22,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2646-proyecto-de-acto-legislativo-11-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 10-22 Reduccion miembros del congreso y reduccion salarial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2622-proyecto-de-acto-legislativo-10-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 09-22,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2648-proyecto-de-acto-legislativo-09-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 08-22 Regula un limite maximo pena privativa intramural,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2621-proyecto-de-acto-legislativo-08-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 07-22 Modifica la Organizacion Electoral,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2620-proyecto-de-acto-legislativo-07-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 06-22 Apertura democratica para la construccion de Paz ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2619-proyecto-de-acto-legislativo-06-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 05-22 Establece la forma de elección,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2603-proyecto-de-acto-legislativo-05-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 04-22 Participacion Politica Juvenil,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2587-proyecto-de-acto-legislativo-04-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 03-22 POR EL CUAL SE MODIFICA EL ARTICULO 138 DE LA CONSTITUCION POLITICA DE COLOMBIANA,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2586-proyecto-de-acto-legislativo-03-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 02-22 Modifica Art 138 Constitución 1991,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2557-proyecto-de-acto-legislativo-02-de-2022,Acto legislativo,2022-2023,2022 - 2026
PAL 01-22 Modifica Art 65 Constitución,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2022-2023/2556-proyecto-de-acto-legislativo-01-de-2022,Acto legislativo,2022-2023,2022 - 2026
